"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"21606","TRPM8",79054,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21608","TGFBR2",7048,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21609","HTR2A",3356,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21610","SUGCT",79783,"Hemicrania migraine","C0018984",0.3,"Biomarker"
"21611","BCHE",590,"Hemiparesis","C0018989",0.3,"Biomarker"
"21612","PLAT",5327,"Hemiparesis","C0018989",0.3,"Therapeutic"
"21613","CGA",1081,"Hemiplegia","C0018991",0.3,"Biomarker"
"21614","PRKDC",5591,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21615","OPRM1",4988,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21616","GABRA1",2554,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21617","MAOA",4128,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21618","LTA",4049,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21619","TNF",7124,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21621","GLUL",2752,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21622","NOS1",4842,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21623","TSPO",706,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21626","GC",2638,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21628","MAOB",4129,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21630","GABRB1",2560,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21631","GABRG2",2566,"Hepatic Coma","C0019147",0.3,"Biomarker"
"21632","NOS1",4842,"Hepatic Encephalopathy","C0019151",0.5,"Biomarker"
"21633","MAOA",4128,"Hepatic Encephalopathy","C0019151",0.31,"Biomarker"
"21634","PRKDC",5591,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21635","GABRA1",2554,"Hepatic Encephalopathy","C0019151",0.51,"Biomarker"
"21636","OPRM1",4988,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21637","GC",2638,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21638","TSPO",706,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21640","LTA",4049,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21642","GLUL",2752,"Hepatic Encephalopathy","C0019151",0.3,"Biomarker"
"21643","TNF",7124,"Hepatic Encephalopathy","C0019151",0.31,"Biomarker"
"21647","GABRB1",2560,"Hepatic Encephalopathy","C0019151",0.5,"Biomarker"
"21648","MAOB",4129,"Hepatic Encephalopathy","C0019151",0.31,"Biomarker"
"21649","GABRG2",2566,"Hepatic Encephalopathy","C0019151",0.51,"Biomarker"
"21650","ATP7B",540,"Hepatolenticular Degeneration","C0019202",1,"Biomarker"
"21652","ATP7B",540,"Hepatolenticular Degeneration","C0019202",1,"GeneticVariation"
"21661","TNF",7124,"Hepatolenticular Degeneration","C0019202",0.32,"Biomarker"
"21666","HAMP",57817,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21674","AHCY",191,"Hepatolenticular Degeneration","C0019202",0.32,"Biomarker"
"21686","ASMT",438,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21713","LOXL2",4017,"Hepatolenticular Degeneration","C0019202",0.31,"Biomarker"
"21736","ANKS1B",56899,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21737","CAMK2A",815,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21744","PRNP",5621,"Hepatolenticular Degeneration","C0019202",0.33,"Biomarker"
"21747","ANXA5",308,"Hepatolenticular Degeneration","C0019202",0.5,"Biomarker"
"21748","NDUFB7",4713,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21755","CP",1356,"Hepatolenticular Degeneration","C0019202",0.4,"Biomarker"
"21756","APOE",348,"Hepatolenticular Degeneration","C0019202",0.36,"Biomarker"
"21757","IL6",3569,"Hepatolenticular Degeneration","C0019202",0.32,"Biomarker"
"21761","CXCL8",3576,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21771","ATP7B",540,"Hepatolenticular Degeneration","C0019202",1,"GermlineCausalMutation"
"21774","SNCA",6622,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21780","TIMP1",7076,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21788","PPP3CA",5530,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21790","BHMT",635,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21793","A2M",2,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21800","SDHAF2",54949,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21801","PPP3CB",5532,"Hepatolenticular Degeneration","C0019202",0.3,"Biomarker"
"21809","LOX",4015,"Hepatolenticular Degeneration","C0019202",0.32,"Biomarker"
"21810","IL10",3586,"Hepatolenticular Degeneration","C0019202",0.31,"Biomarker"
"21822","TLR3",7098,"Herpetic meningoencephalitis","C0019385",0.5,"Biomarker"
"21823","TRAF3",7187,"Herpetic meningoencephalitis","C0019385",0.5,"SusceptibilityMutation"
"21824","TICAM1",148022,"Herpetic meningoencephalitis","C0019385",0.5,"Biomarker"
"21825","UNC93B1",81622,"Herpetic meningoencephalitis","C0019385",0.5,"Biomarker"
"21826","TLR3",7098,"Herpetic meningoencephalitis","C0019385",0.5,"SusceptibilityMutation"
"21827","TRAF3",7187,"Herpetic meningoencephalitis","C0019385",0.5,"Biomarker"
"21828","TICAM1",148022,"Herpetic meningoencephalitis","C0019385",0.5,"SusceptibilityMutation"
"21829","TBK1",29110,"Herpetic meningoencephalitis","C0019385",0.3,"SusceptibilityMutation"
"21830","IRF3",3661,"Herpetic meningoencephalitis","C0019385",0.3,"Biomarker"
"21831","UNC93B1",81622,"Herpetic meningoencephalitis","C0019385",0.5,"SusceptibilityMutation"
"21832","VHL",7428,"Von Hippel-Lindau Syndrome","C0019562",1,"GeneticVariation"
"21833","VHL",7428,"Von Hippel-Lindau Syndrome","C0019562",1,"Biomarker"
"21844","VHL",7428,"Von Hippel-Lindau Syndrome","C0019562",1,"GermlineCausalMutation"
"21850","CCND1",595,"Von Hippel-Lindau Syndrome","C0019562",0.53,"Biomarker"
"21855","RFC1",5981,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21856","PRX",57716,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21857","AMACR",23600,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21858","EGR2",1959,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21859","MPZ",4359,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21860","PMP22",5376,"Hereditary, Type VII, Motor and Sensory Neuropathy","C0019816",0.3,"Biomarker"
"21861","CBS",875,"Homocystinuria","C0019880",0.9,"Biomarker"
"21862","MTRR",4552,"Homocystinuria","C0019880",0.46,"Biomarker"
"21865","SPTLC2",9517,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.58,"Biomarker"
"21866","SPTLC1",10558,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.8,"Biomarker"
"21867","SPTLC1",10558,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.8,"GeneticVariation"
"21868","RETREG1",54463,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.3,"Biomarker"
"21870","ATL3",25923,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.31,"GermlineCausalMutation"
"21871","ATL1",51062,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.31,"GermlineCausalMutation"
"21873","DNMT1",1786,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.31,"Biomarker"
"21881","SPTLC2",9517,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.58,"GermlineCausalMutation"
"21884","NTRK1",4914,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.3,"Biomarker"
"21885","NGF",4803,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.3,"Biomarker"
"21887","SPTLC1",10558,"Hereditary Sensory Autonomic Neuropathy, Type 1","C0020071",0.8,"GermlineCausalMutation"
"21889","NTRK1",4914,"Hereditary Sensory Autonomic Neuropathy, Type 2","C0020072",0.3,"Biomarker"
"21890","RETREG1",54463,"Hereditary Sensory Autonomic Neuropathy, Type 2","C0020072",0.41,"Biomarker"
"21891","NGF",4803,"Hereditary Sensory Autonomic Neuropathy, Type 2","C0020072",0.3,"Biomarker"
"21892","DNMT1",1786,"Hereditary Sensory Autonomic Neuropathy, Type 2","C0020072",0.3,"Biomarker"
"21893","SCN9A",6335,"Hereditary Sensory Autonomic Neuropathy, Type 2","C0020072",0.3,"GermlineCausalMutation"
"21894","NTRK1",4914,"HSAN Type IV","C0020074",0.8,"GeneticVariation"
"21897","RETREG1",54463,"HSAN Type IV","C0020074",0.3,"Biomarker"
"21899","NTRK1",4914,"HSAN Type IV","C0020074",0.8,"Biomarker"
"21900","DNMT1",1786,"HSAN Type IV","C0020074",0.3,"Biomarker"
"21914","NGF",4803,"HSAN Type IV","C0020074",0.4,"Biomarker"
"21919","SCN10A",6336,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.3,"GeneticVariation"
"21920","NGF",4803,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.8,"Biomarker"
"21922","NTRK1",4914,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.52,"Biomarker"
"21923","RETREG1",54463,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.3,"Biomarker"
"21925","DNMT1",1786,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.3,"Biomarker"
"21926","NGF",4803,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.8,"GermlineCausalMutation"
"21927","SCN11A",11280,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.3,"GeneticVariation"
"21928","NTRK1",4914,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.52,"GeneticVariation"
"21930","NGF",4803,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.8,"GeneticVariation"
"21932","SCN9A",6335,"Hereditary Sensory Autonomic Neuropathy, Type 5","C0020075",0.3,"GermlineCausalMutation"
"21966","NDE1",54820,"Hydranencephaly","C0020225",0.4,"GermlineCausalMutation"
"21967","SIN3A",25942,"Hydrocephalus","C0020255",0.3,"Biomarker"
"21968","EXOC3L2",90332,"Hydrocephalus","C0020255",0.3,"Biomarker"
"21969","IFT122",55764,"Hydrocephalus","C0020255",0.3,"Biomarker"
"21970","CRPPA",729920,"Hydrocephalus","C0020255",0.4,"Biomarker"
"21971","NMNAT2",23057,"Hydrocephalus","C0020255",0.3,"Biomarker"
"21972","HYDIN",54768,"Hydrocephalus","C0020255",0.63,"Biomarker"
"21974","CCND2",894,"Hydrocephalus","C0020255",0.4,"Biomarker"
"21975","CCDC88C",440193,"Hydrocephalus","C0020255",0.42,"Biomarker"
"21977","THAS",7055,"Hydrocephalus","C0020255",0.3,"Biomarker"
"21979","IFT122",55764,"Congenital Hydrocephalus","C0020256",0.3,"Biomarker"
"21980","SIN3A",25942,"Congenital Hydrocephalus","C0020256",0.3,"Biomarker"
"21981","HYDIN",54768,"Congenital Hydrocephalus","C0020256",0.32,"Biomarker"
"21982","WDR81",124997,"Congenital Hydrocephalus","C0020256",0.31,"Biomarker"
"21983","CCND2",894,"Congenital Hydrocephalus","C0020256",0.3,"Biomarker"
"21985","THAS",7055,"Congenital Hydrocephalus","C0020256",0.3,"Biomarker"
"21986","CRPPA",729920,"Congenital Hydrocephalus","C0020256",0.3,"Biomarker"
"21987","CCDC88C",440193,"Congenital Hydrocephalus","C0020256",0.34,"Biomarker"
"21988","CFAP43",80217,"Hydrocephalus, Normal Pressure","C0020258",0.3,"GermlineCausalMutation"
"21989","KNG1",3827,"Hyperalgesia","C0020429",0.56,"Biomarker"
"21990","CXCL8",3576,"Hyperalgesia","C0020429",0.3,"Biomarker"
"21992","CARTPT",9607,"Hyperalgesia","C0020429",0.3,"Therapeutic"
"21993","MAPK1",5594,"Hyperalgesia","C0020429",0.38,"Biomarker"
"21994","TNF",7124,"Hyperalgesia","C0020429",0.6,"Biomarker"
"21995","IL10",3586,"Hyperalgesia","C0020429",0.51,"Therapeutic"
"21996","CNR2",1269,"Hyperalgesia","C0020429",0.31,"Biomarker"
"21997","MFN2",9927,"Hyperalgesia","C0020429",0.5,"Biomarker"
"21998","SLC12A5",57468,"Hyperalgesia","C0020429",0.33,"Biomarker"
"21999","IL6",3569,"Hyperalgesia","C0020429",0.58,"Biomarker"
"22000","CACNA2D1",781,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22001","PRKCG",5582,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22003","DRD3",1814,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22004","AGER",177,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22005","TRPV1",7442,"Hyperalgesia","C0020429",0.6,"Biomarker"
"22006","GFAP",2670,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22007","EDN1",1906,"Hyperalgesia","C0020429",0.34,"Biomarker"
"22008","CALCA",796,"Hyperalgesia","C0020429",0.54,"Therapeutic"
"22010","IL1RN",3557,"Hyperalgesia","C0020429",0.52,"Therapeutic"
"22012","TRPA1",8989,"Hyperalgesia","C0020429",0.57,"Biomarker"
"22013","INSR",3643,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22014","ALOX12",239,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22015","PDYN",5173,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22016","SCN11A",11280,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22017","BDKRB1",623,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22019","CALCA",796,"Hyperalgesia","C0020429",0.54,"Biomarker"
"22021","AVP",551,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22023","CCKBR",887,"Hyperalgesia","C0020429",0.51,"Biomarker"
"22024","TAC1",6863,"Hyperalgesia","C0020429",0.38,"Biomarker"
"22026","CRHR1",1394,"Hyperalgesia","C0020429",0.33,"Biomarker"
"22027","ADM",133,"Hyperalgesia","C0020429",0.51,"Biomarker"
"22029","MPZ",4359,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22030","CSK",1445,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22031","BDKRB2",624,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22032","PTGS1",5742,"Hyperalgesia","C0020429",0.52,"Biomarker"
"22033","GRIN1",2902,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22037","IL1RN",3557,"Hyperalgesia","C0020429",0.52,"Biomarker"
"22038","GDNF",2668,"Hyperalgesia","C0020429",0.32,"Biomarker"
"22039","PRKCE",5581,"Hyperalgesia","C0020429",0.32,"Biomarker"
"22040","IL10",3586,"Hyperalgesia","C0020429",0.51,"Biomarker"
"22042","CNR2",1269,"Hyperalgesia","C0020429",0.31,"Therapeutic"
"22044","MAPK3",5595,"Hyperalgesia","C0020429",0.35,"Biomarker"
"22045","CNR1",1268,"Hyperalgesia","C0020429",0.32,"Therapeutic"
"22047","TACR1",6869,"Hyperalgesia","C0020429",0.33,"Biomarker"
"22048","P2RX2",22953,"Hyperalgesia","C0020429",0.32,"Biomarker"
"22049","COMT",1312,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22050","PTGS2",5743,"Hyperalgesia","C0020429",0.6,"Biomarker"
"22055","OPRM1",4988,"Hyperalgesia","C0020429",0.4,"Biomarker"
"22062","PNOC",5368,"Hyperalgesia","C0020429",0.34,"Biomarker"
"22063","IL1B",3553,"Hyperalgesia","C0020429",0.6,"Biomarker"
"22066","THBD",7056,"Hyperalgesia","C0020429",0.3,"Therapeutic"
"22068","AGT",183,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22069","NOS1",4842,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22073","HOXD1",3231,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22074","SCN10A",6336,"Hyperalgesia","C0020429",0.62,"Biomarker"
"22076","NTF3",4908,"Hyperalgesia","C0020429",0.31,"Therapeutic"
"22078","NOS2",4843,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22081","MAPK8",5599,"Hyperalgesia","C0020429",0.33,"Biomarker"
"22083","FOS",2353,"Hyperalgesia","C0020429",0.51,"Biomarker"
"22084","IGF1",3479,"Hyperalgesia","C0020429",0.32,"Therapeutic"
"22085","IL1A",3552,"Hyperalgesia","C0020429",0.32,"Biomarker"
"22086","MAPK9",5601,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22094","PRKCZ",5590,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22095","GAL",51083,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22097","PROK2",60675,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22099","PTGER1",5731,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22100","HTR2A",3356,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22105","CAMK2A",815,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22107","P2RX3",5024,"Hyperalgesia","C0020429",0.36,"Biomarker"
"22112","AIF1",199,"Hyperalgesia","C0020429",0.54,"Biomarker"
"22115","RAF1",5894,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22119","MMP3",4314,"Hyperalgesia","C0020429",0.5,"Biomarker"
"22123","TRPV4",59341,"Hyperalgesia","C0020429",0.33,"Biomarker"
"22124","CACNA1H",8912,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22125","MC1R",4157,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22126","VIP",7432,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22129","NGF",4803,"Hyperalgesia","C0020429",0.6,"Biomarker"
"22132","CCL2",6347,"Hyperalgesia","C0020429",0.57,"Biomarker"
"22134","GRIN2B",2904,"Hyperalgesia","C0020429",0.56,"Biomarker"
"22135","ITGA2",3673,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22138","PROKR1",10887,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22142","SYN2",6854,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22145","PTHLH",5744,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22151","HMGB1",3146,"Hyperalgesia","C0020429",0.52,"Biomarker"
"22153","ALOX5",240,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22154","SPARC",6678,"Hyperalgesia","C0020429",0.3,"Biomarker"
"22155","MAPK7",5598,"Hyperalgesia","C0020429",0.31,"Biomarker"
"22156","TNFRSF11B",4982,"Hyperalgesia","C0020429",0.3,"Therapeutic"
"22157","KNG1",3827,"Hyperesthesia","C0020453",0.3,"Biomarker"
"22158","GNRH1",2796,"Hyperprolactinemia","C0020514",0.3,"Biomarker"
"22159","PRL",5617,"Hyperprolactinemia","C0020514",0.6,"Biomarker"
"22160","DRD2",1813,"Hyperprolactinemia","C0020514",0.6,"Biomarker"
"22163","GAD1",2571,"Hyperprolactinemia","C0020514",0.3,"Biomarker"
"22166","PRLR",5618,"Hyperprolactinemia","C0020514",0.76,"GermlineCausalMutation"
"22167","PRLR",5618,"Hyperprolactinemia","C0020514",0.76,"GeneticVariation"
"22168","LHB",3972,"Hyperprolactinemia","C0020514",0.3,"Biomarker"
"22169","PRLR",5618,"Hyperprolactinemia","C0020514",0.76,"Biomarker"
"22170","BCHE",590,"Hypersomnia with Periodic Respiration","C0020529",0.3,"Biomarker"
"22171","FOXA2",3170,"Hypopituitarism","C0020635",0.32,"Biomarker"
"22172","CYP19A1",1588,"Hypopituitarism","C0020635",0.3,"Biomarker"
"22173","PRL",5617,"Hypopituitarism","C0020635",0.31,"Biomarker"
"22174","LHX4",89884,"Hypopituitarism","C0020635",0.37,"Biomarker"
"22176","CYP17A1",1586,"Hypopituitarism","C0020635",0.3,"Biomarker"
"22177","OPRD1",4985,"Hypotension, Orthostatic","C0020651",0.3,"Biomarker"
"22178","OPRM1",4988,"Hypotension, Orthostatic","C0020651",0.3,"Biomarker"
"22179","ABCB1",5243,"Hypotension, Orthostatic","C0020651",0.32,"Biomarker"
"22180","MCOLN1",57192,"Type II Mucolipidosis","C0020725",0.3,"Biomarker"
"22182","GNPTAB",79158,"Type II Mucolipidosis","C0020725",0.9,"Biomarker"
"22185","GNPTAB",79158,"Type II Mucolipidosis","C0020725",0.9,"GermlineCausalMutation"
"22336","AVP",551,"Inappropriate ADH Syndrome","C0021141",0.37,"Biomarker"
"22342","MECP2",4204,"Myoclonus, Intention","C0021712",0.3,"Biomarker"
"22343","TRH",7200,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22344","ACHE",43,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22345","KCNA2",3737,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22346","SST",6750,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22347","FOXG1",2290,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22348","HTR1A",3350,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22349","BCHE",590,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22350","BDNF",627,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22351","SOD2",6648,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22352","DRD1",1812,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22353","HTR1B",3351,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22354","DRD3",1814,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22357","OXT",5020,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22358","CRH",1392,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22359","OPRK1",4986,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22361","SLC2A1",6513,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22362","CAT",847,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22363","CYP11A1",1583,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22365","HTR1A",3350,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22366","NPY",4852,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22367","TCF4",6925,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22368","SLC6A2",6530,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22369","IFNB1",3456,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22370","TSC2",7249,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22371","SST",6750,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22374","NRP2",8828,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22375","KCNJ11",3767,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22376","SYN2",6854,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22377","SLC8A3",6547,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22378","IDH2",3418,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22379","GAD2",2572,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22380","CAT",847,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22381","POMC",5443,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22382","GAMT",2593,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22383","CHRNB4",1143,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22384","TBCD",6904,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22385","CHRNA7",1139,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22387","PNKP",11284,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22388","AGT",183,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22389","CHRM1",1128,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22391","FOS",2353,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22393","SLC6A1",6529,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22394","APOE",348,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22396","IL6",3569,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22398","ALAD",210,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22400","OPRK1",4986,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22401","ALPL",249,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22402","NOS1",4842,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22403","GABRA5",2558,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22405","GNB3",2784,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22406","ALPL",249,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22409","POMC",5443,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22410","FAAH",2166,"Jacksonian Seizure","C0022333",0.3,"Therapeutic"
"22411","PAM",5066,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22412","TSC1",7248,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
"22414","KCNQ2",3785,"Jacksonian Seizure","C0022333",0.3,"Biomarker"
